Id,Name,pagesNumber,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating
12224,"Streetcar Suburbs: The Process of Growth in Boston, 1870-1900",236,total:69,Harvard University Press,6,1978,en-US,"Sam Bass Warner, Jr.",3.58
12225,A Streetcar Named Desire (SparkNotes Literature Guide),96,total:7,SparkNotes,0,2002,eng,SparkNotes,3.29
12226,CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),88,total:10,Cliffs Notes,0,1965,en-GB,James Lamar Roberts,3.7
12227,"The Motorman...and His Duties the Classic Handbook for Electric Trolley, Streetcar and Interurban Motormen",184,total:1,Lulu.com,0,2006,,Ludwig Gutmann,4
12228,Portland's Streetcars,128,total:6,Arcadia Publishing,1,2006,,Richard     Thompson,4
12236,A Soldier's Play,126,total:379,"Samuel French, Inc.",1,2011,,Charles Fuller,3.92
12237,Coolness and Courage: A Buffalo Soldier Play,108,total:0,Writers Club Press,0,2000,,Terry Kroenung,0
12240,The Play Soldier,328,total:2,"Booklocker.com, Inc.",2,2011,eng,Chet Green,4.5
12241,"Let's Play Soldier, George Washington! (Before I Made History)",64,total:16,Scholastic Inc.,5,1948,,Peter Roop,3.56
12242,"""Master Harold""...and the boys",78,total:4887,"Samuel French, Inc.",6,2010,,Athol Fugard,3.81
12243,Harold Lloyd: Master Comedian,240,total:46,ABRAMS,3,2002,,Jeffrey Vance,4.46
12245,Master Harold...and the Boys,64,total:4887,Turtleback Books,3,1984,,Athol Fugard,3.81
12246,Master Harold and the Boys,192,total:49,Cengage Learning,3,1997,,Stephen R. Mandell,3.65
12248,"Return to Ithaca (Tales from the Odyssey, #5)",112,total:316,"Little, Brown Books for Young Readers",19,2004,eng,Mary Pope Osborne,4.13
12249,The New Testament,608,total:120,North Point Press,23,1997,eng,Richmond Lattimore,4.32
12250,Greek Lyrics,82,total:242,University of Chicago Press,21,1960,eng,Richmond Lattimore,3.98
12251,Homer's Iliad: A Commentary on the translation of Richmond Lattimore,336,total:41,Liverpool University Press,2,2000,,Norman Postlethwaite,3.9
12252,Odyssey: A Companion to the Translation of Richmond Lattimore,288,total:75,Bristol Classical Press,5,1991,,Peter Jones,4.13
12253,Continuing Conclusions: Poems by Richmond Lattimore,72,total:2,,0,1983,,Richmond Lattimore,3.5
12256,"The Iliad, Books 8-9 (Classical Texts Series)",224,total:4,Aris and Phillips,1,1996,grc,Homer,4.5
12257,Adventures In Odyssey Just In Time (Adventures in Odyssey: the Gold Audio Series),4,total:13,Focus on the Family Publishing,0,2005,,AIO Team,4.38
12260,Aldo Leopold's Odyssey: Rediscovering the Author of A Sand County Almanac,504,total:41,Island Press,7,2006,,Julianne Lutz Newton,3.59
12261,At Home and Abroad,4,total:8,Tyndale Entertainment,0,2006,,AIO Team,4.75
12263,"The Gray-Eyed Goddess (Tales from the Odyssey, #4)",128,total:357,"Little, Brown Books for Young Readers",22,2003,en-US,Mary Pope Osborne,4.09
12264,Memoirs,368,total:825,New Directions,59,2006,,Tennessee Williams,3.97
12265,Plays 1937-1955,975,total:800,Library of America,22,2000,,Tennessee Williams,4.48
12266,Plays 1957-1980,975,total:294,Library of America,13,2000,,Tennessee Williams,4.44
12267,Tennessee Williams in Provincetown,129,total:44,Hansen Pub. Co.,4,2007,,David  Kaplan,3.61
12269,"The Selected Letters, Vol. 2: 1945-1957",662,total:19,New Directions Publishing Corporation,0,2004,,Tennessee Williams,4
12271,"The Theatre of Tennessee Williams, Vol. 6: 27 Wagons Full of Cotton and Other Short Plays (Theatre of Tennessee Williams)",358,total:626,New Directions,5,1992,,Tennessee Williams,3.99
12272,Four Plays,496,total:681,Signet Classics,5,2003,,Tennessee Williams,4.29
12273,Critical Companion to Tennessee Williams,448,total:4,Checkmark Books,0,2005,,Alycia Smith-Howard,4.25
12274,Saint Joan,160,total:6553,Penguin Classics,215,2001,eng,George Bernard Shaw,3.8
12275,"The Intelligent Woman's Guide to Socialism, Capitalism, Sovietism and Fascism",565,total:172,Transaction Publishers,8,1984,eng,George Bernard Shaw,3.89
12277,George Bernard Shaw and the Socialist Theatre,216,total:2,Praeger,0,1994,,Tracy C. Davis,3
12278,The Grove Centenary Editions of Samuel Beckett (4 Volumes),2136,total:105,Grove Press,10,2006,,Samuel Beckett,4.88
12279,"Molloy, Malone Dies, The Unnamable (The Trilogy, #1-3)",512,total:7948,Everyman's Library,217,1997,eng,Samuel Beckett,4.28
12280,"The Dramatic Works of Samuel Beckett (Works, Centenary Editions 3)",520,total:1645,Grove Press,6,2006,,Samuel Beckett,4.43
12281,"The Grove Companion to Samuel Beckett: A Reader's Guide to His Works, Life, and Thought",608,total:24,Grove Press,5,2004,,C.J. Ackerly,4.08
12282,Novels I of Samuel Beckett: Volume I of The Grove Centenary Editions,496,total:70,Grove Press,8,2006,,Samuel Beckett,4.44
12285,How it Was: A Memoir of Samuel Beckett,140,total:27,Counterpoint,4,2005,,Anne Atik,3.78
12288,The Adventures of Race Williams,342,total:11,Mysterious Press,3,1989,eng,Carroll John Daly,3.45
12289,Playing the Race Card: Melodramas of Black and White from Uncle Tom to O. J. Simpson,424,total:32,Princeton University Press,0,2002,,Linda Williams,3.94
12290,The Hidden Hand,272,total:7,Harper Perennial,0,1992,eng,Carroll John Daly,3.43
12291,The Works of William Sanders Scarborough: Black Classicist and Race Leader,508,total:1,"Oxford University Press, USA",0,2006,,William Sanders Scarborough,4
12292,Murder from the East,312,total:20,International Polygonics,4,1935,eng,Carroll John Daly,3.55
12293,"Education as My Agenda: Gertrude Williams, Race & the Baltimore Public Schools",336,total:5,Palgrave Macmillan,1,2005,eng,Jo Ann Ooiman Robinson,4.2
12294,Alchemy of Race and Rights,263,total:681,Harvard University Press,0,1991,,Patricia J. Williams,4.31
12295,Seeing a Color-Blind Future: The Paradox of Race,84,total:90,"Farrar, Strauss & Giroux-3pl",7,1998,,Patricia J. Williams,4.01
12296,The Scarlet Letter,279,total:678359,Penguin Books,10527,2003,eng,Nathaniel Hawthorne,3.4
12298,The Scarlet Letter and Other Writings,768,total:2505,W. W. Norton & Company,115,2004,eng,Nathaniel Hawthorne,3.62
12302,Nathaniel Hawthorne's The Scarlet Letter,240,total:678359,Cliffs Notes,0,2001,eng,Nathaniel Hawthorne,3.4
12304,Cliffsnotes on Hawthorne's the Scarlet Letter,132,total:28,Cliffs Notes,4,2000,,Susan Van Kirk,3.79
12308,Tales and Sketches,1493,total:1263,Library of America,18,1982,,Nathaniel Hawthorne,4.17
12311,Passages from the English notebooks of Nathaniel Hawthorne,400,total:5,University of Michigan Library,0,2006,,Nathaniel Hawthorne,4.2
12313,Ernest Hemingway's the Old Man and the Sea,106,total:12,Barron's Educational Series,1,1984,,Jim Auer,3.67
12316,Marine Lover of Friedrich Nietzsche,176,total:72,Columbia University Press,4,1991,,Luce Irigaray,4.03
12317,"Human, All Too Human (Complete Works 3)",396,total:9432,"Stanford University Press (Stanford, CA)",4,2000,en-US,Friedrich Nietzsche,4.21
12318,The Philosophy Of Friedrich Nietzsche,316,total:364,Kessinger Publishing,0,2006,,H.L. Mencken,3.85
12319,Basic Writings of Nietzsche,862,total:3529,"Random House, Inc.",76,2001,eng,Friedrich Nietzsche,4.11
12320,Friedrich Nietzsche And Weimar Classicism,293,total:0,Camden House (NY),0,2004,,Paul  Bishop,0
12321,Beyond Good and Evil,240,total:58818,Penguin Classics,1151,2003,eng,Friedrich Nietzsche,4.01
12322,Daybreak: Thoughts on the Prejudices of Morality,292,total:1373,Cambridge University Press,27,1997,eng,Friedrich Nietzsche,4.18
12323,The Anti-Christ,91,total:19719,See Sharp Press,24,1999,,Friedrich Nietzsche,3.92
12328,How To Draw The Legend Of Zelda    (troll),32,total:63,Scholastic,7,2004,en-US,Michael Teitelbaum,4.21
12335,Savage Beauty: The Life of Edna St. Vincent Millay,608,total:7195,Random House Trade,485,2002,eng,Nancy Milford,4.01
12346,Premières Histoires,205,total:1130,Métailié,0,1995,fre,João Guimarães Rosa,4.33
12349,My Year of Meats,366,total:13826,Penguin Books,1340,1999,eng,Ruth Ozeki,3.96
12350,Beef,383,total:13826,Piper,0,2000,ger,Ruth Ozeki,3.96
12351,Kids' Trips in Tokyo: A Family Guide to One-Day Outings,280,total:5,Kodansha,1,1998,,Ivy Maeda,3.6
12352,Mon épouse américaine,445,total:13826,Pocket,0,2001,fre,Ruth Ozeki,3.96
12353,Handbook of Quality Tools,315,total:0,Productivity Press,0,1996,,Tetsuichi Asaka,0
12355,Inside and Other Short Fiction: Japanese Women by Japanese Women,237,total:240,Kodansha,22,2006,,Cathy Layne,3.57
12358,The Partly Cloudy Patriot,197,total:26871,Simon  Schuster,1324,2003,eng,Sarah Vowell,3.88
12362,Straight Man,0,total:23532,Random House Value Publishing,14,1997,,Richard Russo,4.02
12365,The Risk Pool,479,total:6235,Vintage,335,1998,eng,Richard Russo,4.04
12366,The Whore's Child and Other Stories,240,total:3483,Vintage Books USA,253,2003,eng,Richard Russo,3.75
12367,The Mad Dog 100: The Greatest Sports Arguments of All Time,304,total:93,Three Rivers Press,4,2004,,Chris Russo,3.2
12368,Mohawk,317,total:5117,Knopf,236,2001,,Richard Russo,3.87
12370,Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,640,total:132,Bloomsbury (NYC),15,2006,en-US,Gus Russo,3.86
12371,The Russo-Japanese War 1904–1905,96,total:114,Osprey Publishing,15,2002,,Geoffrey Jukes,3.8
12372,The Lay of the Land,485,total:3931,Alfred A. Knopf,354,2006,eng,Richard Ford,3.9
12375,Tom Ford,416,total:197,Rizzoli,11,2008,eng,Graydon Carter,4.47
12376,Spiritual Divorce: Divorce as a Catalyst for an Extraordinary Life,224,total:356,HarperOne,24,2006,,Debbie Ford,3.99
12378,The People's Tycoon: Henry Ford and the American Century,656,total:394,Vintage,40,2006,eng,Steven Watts,4.01
12380,Deuce: 75 Years of the '32 Ford,191,total:1,Cartech,0,2006,,Robert Genat,4
12381,"Wilderness: The Lost Writings, Vol. 1",214,total:3184,Random House Vintage Books,123,1989,eng,Jim Morrison,3.96
12383,"When Somebody Loves You Back (Soulmates Dissipate, #6)",285,total:1893,Dafina Books,20,2006,en-US,Mary B. Morrison,4.38
12385,"Rising Up and Rising Down: Some Thoughts on Violence, Freedom and Urgent Means",733,total:714,Gerald Duckworth & Co Ltd,5,2005,,William T. Vollmann,4.17
12386,You Bright and Risen Angels,656,total:881,Picador,8,1988,,William T. Vollmann,4.08
12388,Canadian Community as Partner,512,total:1,LWW,0,2003,,Ardene Robinson Vollman,2
12389,The Rainbow Stories,560,total:1054,Picador,6,1990,,William T. Vollmann,3.98
12395,Journey to the End of the Night,453,total:30290,New Directions,897,2006,eng,Louis-Ferdinand Céline,4.23
12398,Europe Central,811,total:2348,Penguin,256,2005,en-US,William T. Vollmann,3.92
12399,Central Europe (Lonely Planet Guide),616,total:6,Lonely Planet,0,2005,,Steve Kokker,4.17
12400,"Central Europe: Enemies, Neighbors, Friends",368,total:131,"Oxford University Press, USA",14,2001,,Lonnie R. Johnson,3.71
12401,"Historical Atlas of Central Europe (History of East Central Europe, Vol. 1)",288,total:46,University of Washington Press,4,2002,en-US,Paul Robert Magocsi,4.5
12402,East Central Europe between the Two World Wars,438,total:25,University of Washington Press,1,1974,,Joseph Rothschild,3.8
12403,Lonely Planet Central Europe Phrasebook,384,total:1,Lonely Planet,0,2001,,Richard Nebesky,2
12404,"Fodor's Eastern and Central Europe, 20th Edition: The Guide for All Budgets, Where to Stay, Eat, and Explore On and Off the Beaten Path (Fodor's Gold Guides)",656,total:12,Fodor's,0,2008,,Fodor's Travel Publications Inc.,3.83
12405,Mobilizing Private Finance for Local Infrastructure in Europe and Central Asia: An Alternative Public Private Partnership Framework,86,total:0,World Bank Publications,0,2004,,Michel Noël,0
12406,"Great Jewish Cities of Central and Eastern Europe: A Travel Guide & Resource Book to Prague, Warsaw, Crakow & Budapest",538,total:2,Jason Aronson,0,1999,,Eli Valley,3
12407,"The Perfect Assassin (David Slaton, #1)",345,total:5021,Oceanview Publishing,12,2006,,Ward Larsen,4.02
12408,Passing,546,total:19027,W. W. Norton & Company,26,2007,eng,Nella Larsen,3.85
12409,Breaking the Limit: One Woman's Motorcycle Journey Through North America,384,total:96,Hachette Books,18,2004,,Karen Larsen,3.88
12411,How to Write a Book Proposal,288,total:383,Writer's Digest Books,42,2004,,Michael Larsen,3.95
12412,"The Complete Fiction of Nella Larsen: Passing, Quicksand, and the Stories",278,total:994,Anchor Books,60,2001,eng,Nella Larsen,4.14
12413,Tool Making for Woodworkers,160,total:4,Fox Chapel Publishing,0,1997,,Ray Larsen,4
12414,"Company of the Preachers, vol 1",416,total:24,Kregel Publications,1,1998,,David L. Larsen,3.54
12415,The Tulip and the Pope: A Nun's Story,288,total:186,Vintage,5,2006,,Deborah Larsen,3.33
12416,An Intimation of Things Distant: The Collected Fiction of Nella Larsen,279,total:994,Anchor,4,1992,,Nella Larsen,4.14
12418,"Wise Thoughts for Every Day: On God, Love, the Human Spirit, and Living a Good Life",366,total:720,Arcade Publishing,3,2005,,Leo Tolstoy,4.06
12419,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,384,total:720,Scribner,47,1997,eng,Leo Tolstoy,4.06
12422,Understanding Boris Pasternak,220,total:2,University of South Carolina Press,0,1997,,Larissa Rudova,4
12424,Safe Conduct: An Autobiography and Other Writings,256,total:94,New Directions,8,2009,eng,Boris Pasternak,3.82
12425,Boris Pasternak 2 Volume Paperback Set: A Literary Biography,1040,total:1,Cambridge University Press,1,2004,,Christopher Barnes,5
12427,Letters: Summer 1926,380,total:219,NYRB Classics,16,2001,eng,Boris Pasternak,4.26
12428,The Same Solitude,303,total:13,Cornell University Press,3,2006,,Catherine Ciepiela,3.38
12431,Boris Pasternak: The Poet and His Politics,359,total:1,Harvard University Press,0,1990,,Lazar Fleishman,4
12432,Pasternak's Dr. Zhivago,232,total:94,Southern Illinois University Press,14,1968,,Mary F. Rowland,3.99
12433,"The Author as Hero: Self and Tradition in Bulgakov, Pasternak, and Nabokov",147,total:3,Northwestern University Press,0,2002,,Justin Weir,4.33
12434,"The Correspondence of Boris Pasternak and Olga Freidenberg, 1910-1954",365,total:15,Houghton Mifflin Harcourt P,0,1982,,Boris Pasternak,4.07
12436,"Pasternak's ""Dr. Zhivago"": A Critical Companion",171,total:8,Northwestern University Press,0,1995,,Edith W. Clowes,4.12
12437,Dr. Zhivago: Curriculum Unit,90,total:4,Center for Learning,0,1990,,Center for Learning,3
12441,Traveller,355,total:1024,Dell Publishing,75,1989,eng,Richard  Adams,3.92
12442,The Plague Dogs,390,total:6783,Ballantine Books,404,2006,eng,Richard  Adams,3.85
12443,Adam's Return: The Five Promises of Male Initiation,224,total:477,Crossroad,44,2004,,Richard Rohr,4.23
12444,Maia (Beklan Empire #2),1056,total:2150,Viking Press,134,1984,eng,Richard  Adams,4.01
12445,The Girl in a Swing,339,total:1778,Random House,3,1982,eng,Richard  Adams,3.52
12447,You Can't Go Home Again,711,total:4380,Harper Perennial,269,1998,eng,Thomas Wolfe,4.04
12448,"Look Homeward, Angel",644,total:12424,Scribner,757,2006,eng,Thomas Wolfe,3.93
12449,The Complete Short Stories Of Thomas Wolfe,656,total:213,Scribner,10,1989,,Thomas Wolfe,4.16
12450,Look Homeward: A Life of Thomas Wolfe,579,total:141,Harvard University Press,0,2003,,David Herbert Donald,4.09
12451,Of Time and the River: A Legend of Man's Hunger in His Youth,896,total:980,Scribner,45,1999,eng,Thomas Wolfe,4.21
12452,Lost Boy: A Novella,95,total:579,University of North Carolina Press,42,1994,,Thomas Wolfe,3.9
12454,Good Child's River,332,total:8,University of North Carolina Press,1,1994,,Thomas Wolfe,3.75
12456,Boys' Life and Other Plays,240,total:24,Grove Press,6,1994,,Howard Korder,3.54
12457,Boys' Life & Search and Destroy,160,total:17,Methuen Publishing,0,2006,en-GB,Howard Korder,3.76
12458,Complete Plays 1920–1931,1092,total:90,Library of America,9,1988,eng,Eugene O'Neill,4.18
12460,Eugene O`Neill: Beyond Mourning and Tragedy,600,total:27,Yale University Press,1,2002,,Stephen A. Black,3.96
12461,Complete Plays 1913–1920,1107,total:87,Library of America,5,1988,eng,Eugene O'Neill,4.1
12462,"Eugene O'Neill's Creative Struggle: The Decisive Decade, 1924 1933",348,total:2,Penn State University Press,0,1992,,Doris Alexander,5
12463,A Touch of the Poet and More Stately Mansions,586,total:7,Yale University Press,1,2004,,Eugene O'Neill,3.14
12464,Four Plays: Anna Christie / The Hairy Ape / The Emperor Jones / Beyond the Horizon,336,total:235,Signet Classics,4,1998,,Eugene O'Neill,3.93
12466,The Castle in the Forest,477,total:2715,Random House,352,2007,eng,Norman Mailer,3.14
12467,The Naked and the Dead,721,total:22575,Picador,622,2000,eng,Norman Mailer,3.94
12468,The Executioner's Song,1056,total:17943,Vintage Books USA,963,1998,eng,Norman Mailer,4.06
12469,Tough Guys Don't Dance,240,total:2631,Random House,117,2002,,Norman Mailer,3.5
12470,Advertisements for Myself,532,total:578,Harvard University Press,20,1992,,Norman Mailer,3.56
12471,The Time of our Time,1328,total:99,Modern Library,9,1999,,Norman Mailer,3.94
12472,Why are We at War?,126,total:230,Random House Trade Paperbacks,23,2003,,Norman Mailer,3.43
12473,"The Big Empty: Dialogues on Politics, Sex, God, Boxing, Morality, Myth, Poker & Bad Conscience in America",218,total:76,Nation Books,10,2006,en-US,Norman Mailer,3.3
12474,"The Armies of the Night: History as a Novel, the Novel as History",304,total:2718,Plume Books,191,1995,eng,Norman Mailer,3.65
12475,Barbary Shore,320,total:500,Vintage,43,1997,,Norman Mailer,2.88
12478,"Cold Blood (Lorraine Page, #2)",462,total:1140,Jove,3,1999,eng,Lynda La Plante,3.92
12480,Hot Sand and Cold Blood,268,total:0,Virtualbookworm.com Publishing,0,2003,,F. Washington Brown,0
12482,Amazing Disgrace (Gerald Samper #2),320,total:264,Europa Editions,34,2006,eng,James Hamilton-Paterson,3.8
12484,Amazing Disgrace,392,total:4,Five Star (ME),1,2006,,Catherine DiMercurio Dominic,2.5
12485,England's Disgrace: J.S. Mill and the Irish Question,288,total:0,University of Toronto Press,0,2001,,Bruce L. Kinzer,0
12486,The Art of Forgetting: Disgrace and Oblivion in Roman Political Culture,400,total:7,University of North Carolina Press,1,2006,,Harriet I. Flower,4.57
12487,Resemblance and Disgrace: Alexander Pope and the Deformation of Culture,273,total:3,Harvard University Press,1,1996,,Helen Deutsch,3
12491,"Cliffs Notes on Paton's Cry, the Beloved Country",84,total:6,Cliffs Notes,0,1999,,CliffsNotes,4.17
12493,"Alan Paton's Cry, the Beloved Country (Bloom's Guides)",112,total:2,Chelsea House Publications,0,2006,,Harold Bloom,3.5
12494,"Cry, the Beloved Country: A Novel of South Africa: (A Study)",127,total:365,Twayne Publishers,39,1991,,Edward Callan,4.05
12495,"You Don't Know Jack (NY Girlfriends, #2)",255,total:3504,Brava,119,2006,en-US,Erin McCarthy,3.72
12496,The Sunset Limited,160,total:8038,Vintage,569,2006,eng,Cormac McCarthy,3.96
12497,No Country for Old Men,309,total:136019,Vintage,6208,2006,eng,Cormac McCarthy,4.14
12499,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,165,total:15331,Da Capo Lifelong Books,1924,2005,,Jenny McCarthy,3.71
12501,"Life Laughs: The Naked Truth About Motherhood, Marriage, and Moving On",240,total:2923,Dutton Adult,251,2006,,Jenny McCarthy,3.82
12502,McCarthy's Bar: A Journey of Discovery in Ireland,338,total:9428,St. Martin's Griffin,397,2003,eng,Pete McCarthy,3.8
12505,The Idiot,667,total:122060,Modern Library,2820,2003,eng,Fyodor Dostoyevsky,4.19
12506,Send in the Idiots: Stories from the Other Side of Autism,224,total:977,Bloomsbury USA,84,2006,,Kamran Nazeer,3.72
12507,The Complete Idiot's Guide to the Bible,424,total:206,Alpha,13,2005,,James Stuart Bell,3.94
12510,The Complete Idiot's Guide to Music Composition,288,total:137,Alpha,8,2005,,Michael Miller,4.1
12511,The Complete Idiot's Guide to Calculus,352,total:89,Alpha,9,2006,en-US,W. Michael Kelley,4.11
12512,"The Wicked Son: Anti-Semitism, Self-Hatred, and the Jews",189,total:172,Schocken Books Inc,30,2006,,David Mamet,3.45
12513,True and False: Heresy and Common Sense for the Actor,144,total:2033,Vintage,147,1999,eng,David Mamet,3.95
12514,Three Uses of the Knife,128,total:1297,Methuen Drama,0,2002,,David Mamet,3.9
12516,Writing in Restaurants: Essays and Prose,176,total:510,Penguin Books,29,1987,,David Mamet,3.74
12517,On Directing Film,107,total:2584,Penguin Books,151,1992,eng,David Mamet,3.85
12518,Romance,54,total:174,Dramatists Play Service,0,2007,,David Mamet,3.36
12520,Departed Angels: The Lost Paintings,224,total:84,Da Capo Press,4,2004,,Jack Kerouac,4.02
12522,Book of Dreams,250,total:1022,City Lights Publishers,25,2001,eng,Jack Kerouac,3.44
12524,My Heart Laid Bare,532,total:576,Plume,53,1999,,Joyce Carol Oates,3.81
12525,Solstice,224,total:638,Le Livre de Poche,1,2001,,Joyce Carol Oates,3.46
12526,"Three by Annie Dillard: Pilgrim at Tinker Creek, An American Childhood, The Writing Life",617,total:571,Harper Perennial,42,1990,en-US,Annie Dillard,4.34
12527,Pilgrim at Tinker Creek,288,total:20821,Harper Perennial,1620,2000,eng,Annie Dillard,4.11
12528,An American Childhood,255,total:8542,Harper Perennial,606,2013,eng,Annie Dillard,3.91
12529,Living by Fiction,192,total:888,Harper Perennial,52,2000,,Annie Dillard,3.97
12531,The Annie Dillard Reader,464,total:426,Harper Perennial,35,1995,,Annie Dillard,4.34
12532,For the Time Being,205,total:3411,Vintage,384,2000,en-US,Annie Dillard,4.16
12533,The Maytrees,216,total:5492,Harper,982,2007,eng,Annie Dillard,3.57
12535,Plan B: Further Thoughts on Faith,352,total:19576,Riverhead Books,868,2006,eng,Anne Lamott,4.05
12536,Rosie,288,total:3666,Penguin Books,299,1997,eng,Anne Lamott,3.66
12537,All New People,166,total:1623,Counterpoint LLC,111,1999,eng,Anne Lamott,3.63
12539,What Would You Do If You Had No Fear?: Living Your Dreams While Quakin' in Your Boots,160,total:86,New World Library,13,2004,,Diane Conway,3.58
12540,Operating Instructions: A Journal of My Son's First Year,251,total:22425,Anchor,1668,2005,eng,Anne Lamott,4.19
12541,Crooked Little Heart,0,total:4966,Random House Value Publishing,2,1997,,Anne Lamott,3.61
12543,Bird by Bird: Some Instructions on Writing and Life,237,total:73439,Anchor,6579,1995,,Anne Lamott,4.24
12545,Stiff: The Curious Lives of Human Cadavers,304,total:164312,Penguin,189,2004,eng,Mary Roach,4.06
12546,"A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit, Nine That Fired Me, and Three I Can't Remember",164,total:630,Random House Trade,81,2003,eng,Iain Levison,3.83
12547,Board Stiff Too: Preparing for the Anesthesia Orals,408,total:1,Butterworth-Heinemann,0,2000,,Christopher J. Gallagher,5
12548,Frozen Stiff,160,total:233,Yearling,29,1999,,Sherry Shahan,3.63
12549,Working Stiff: True Blue-Collar Porn,223,total:9,Alyson Books,2,2006,,Bob Condron,3.33
12550,"Stiff Upper Lip, Jeeves (Jeeves, #13)",211,total:8170,Everyman's Library,317,2002,eng,P.G. Wodehouse,4.29
12551,Working Stiff: The Misadventures of an Accidental Sexpert,304,total:287,Harper Perennial,49,2007,,Grant Stoddard,3.24
12552,Board Stiff Tee: Transesophageal Echocardiography,224,total:1,Butterworth-Heinemann,0,2004,,Christopher J. Gallagher,4
12553,Sell the Brand First: How to Sell Your Brand and Create Lasting Customer Loyalty,262,total:9,McGraw-Hill Education,1,2006,,Dan Stiff,3.56
12554,Lucky Stiff: Vocal Selections (Vocal Line with Piano Accompaniment),82,total:10,Alfred Publishing Co.,0,1998,,Lynn Ahrens,3.7
12555,The Bonesetter's Daughter,387,total:115653,Ballantine Books,2701,2003,eng,Amy Tan,3.99
12556,The Hundred Secret Senses,358,total:39427,DIANE Publishing Company,32,2000,,Amy Tan,3.99
12557,The Kitchen God's Wife,416,total:71533,Penguin Books,1676,2006,en-US,Amy Tan,4.01
12558,The Moon Lady,32,total:1436,Aladdin,64,1995,eng,Amy Tan,3.97
12560,The Short History of a Prince,432,total:2026,Black Swan,123,1999,eng,Jane Hamilton,3.65
12561,The Guardian,239,total:84,Thomas Nelson Publishers,20,1994,eng,Jane Hamilton,3.71
12562,Living on Empty: How Intimacy with God and Others Transformed My Relationship with Food,123,total:4,Chariot Victor Publishing,1,1994,,Mary Jane Hamilton,3.5
12563,A Meditator's Diary: A Western Woman's Unique Experiences in Thailand Temples,157,total:17,HarperCollins Publishers,2,1976,,Jane Hamilton-Merritt,4.24
12564,Sometimes a Great Notion,715,total:20384,Penguin Classics,80,2006,eng,Ken Kesey,4.17
12568,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,400,total:9055,Houghton Mifflin/Seymour Lawrence,380,1989,eng,Richard Brautigan,4.15
12569,Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,544,total:2170,Mariner Books,97,1995,eng,Richard Brautigan,4.29
12570,A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,608,total:1787,Mariner Books,103,1991,en-US,Richard Brautigan,4.25
12571,An Unfortunate Woman,132,total:1739,St. Martin's Griffin,78,2001,eng,Richard Brautigan,3.78
12572,You Can't Catch Death,240,total:498,St. Martin's Press,40,2001,,Ianthe Brautigan,3.93
12573,The Edna Webster Collection of Undiscovered Writing,144,total:1070,Mariner Books,49,1999,,Richard Brautigan,3.66
12577,The Collected Stories,622,total:7589,Mariner Books,203,1982,eng,Eudora Welty,4.23
12578,"Complete Novels: The Robber Bridegroom, Delta Wedding, The Ponder Heart, Losing Battles, The Optimist's Daughter",1012,total:274,Library of America,27,1998,eng,Eudora Welty,4.17
12579,Eudora Welty: Photographs,226,total:313,University Press of Mississippi,15,1993,eng,Eudora Welty,4.43
12581,On Writing,106,total:524,Modern Library,56,2002,eng,Eudora Welty,4.04
12582,"Essential Welty: Why I Live at the P.O., A Memory, Powerhouse and Petrified Man",1,total:97,Caedmon,28,2006,eng,Eudora Welty,3.93
12583,Losing Battles,436,total:491,Vintage,59,1990,eng,Eudora Welty,3.6
12584,"One Time, One Place: Mississippi in the Depression",124,total:67,University Press of Mississippi,10,1996,,Eudora Welty,4.4
12585,The Optimist's Daughter,180,total:9998,Random House,842,2002,,Eudora Welty,3.5
12586,The Eye of the Story: Selected Essays and Reviews,368,total:110,Vintage,11,1990,eng,Eudora Welty,4.07
12587,Eudora Welty,688,total:194,Mariner Books,6,2006,,Suzanne Marrs,3.93
12588,One Writer's Imagination: The Fiction of Eudora Welty,280,total:3,Louisiana State University Press,0,2002,,Suzanne Marrs,4.67
12589,The Golden Apples,288,total:934,Mariner Books,78,1956,eng,Eudora Welty,3.88
12590,One Writer's Beginnings,104,total:3074,Harvard University Press,233,1998,eng,Eudora Welty,4.06
12591,The Robber Bridegroom,134,total:1263,Harcourt Brace Jovanovich,5,1987,,Eudora Welty,3.56
12592,Eudora Welty Reads,2,total:30,Caedmon,0,1998,,Eudora Welty,4.1
12593,The Wide Net and Other Stories,228,total:251,Mariner Books,33,1974,,Eudora Welty,3.92
12594,A Curtain of Green: and Other Stories,360,total:972,Houghton Mifflin Harcourt,3,1991,,Eudora Welty,4.08
12595,Delta Wedding,336,total:2899,Houghton Mifflin Harcourt,243,1991,,Eudora Welty,3.64
12596,Eudora Welty: Critical Essays,446,total:5,University Press of Mississippi,0,1979,,Peggy Whitman Prenshaw,4.8
12601,Gothic Traditions and Narrative Techniques in the Fiction of Eudora Welty (Southern Literary Studies),264,total:3,Louisiana State University Press,0,1994,,Ruth D. Weston,4
