Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
4059,"Dear God, Send Me a Soul Mate: Eight Steps for Finding a Spouse...God's Way",1:00,224,4:05,total:15,1,7,Living Ink Books,0,2002,,Rose Sweet,3.87,2:02,5:05,899573576,3:03
4060,Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),1:12,155,4:53,total:221,17,8,Summit University Press,5,2017,en-US,Elizabeth Clare Prophet,3.79,2:24,0.267361111,922729484,3:47
4061,Finding the Love of Your Life,1:07,176,0.249305556,total:321,1,4,Focus on the Family Publishing,37,1998,,Neil Clark Warren,3.83,2:23,0.272916667,1561790885,0.179861111
4062,When Souls Mate,1:02,336,4:25,total:79,21,2,St. Martin's Griffin,6,2006,,Joylynn M. Jossel,4.15,2:04,5:37,312328621,3:11
4063,Love the Life You Live: 3 Secrets to Feeling Good--Deep Down in Your Soul,1:04,288,4:12,total:42,1,10,Tyndale House Publishers,7,2003,,Les Parrott III,3.71,2:04,5:15,842383603,3:07
4064,The One: Finding Soul Mate Love and Making It Last,1:04,210,4:34,total:96,26,4,Miramax Books,1,2006,,Kathy Freston,3.57,2:07,5:18,140135243X,3:33
4065,Catching the Rhythm of Love: Experience Your Way to a Spectacular Marriage,1:00,224,4:02,total:9,18,7,Thomas Nelson,2,2000,,Neil Clark Warren,3.56,2:01,5:02,785273441,3:04
4066,Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,1:00,412,4:14,total:38,1,1,Plume,4,2001,en-US,Arielle Ford,4.08,2:01,5:14,452282179,3:09
4067,How to Know If Someone is Worth Pursuing in Two Dates or Less,1:02,208,4:15,total:52,25,9,Thomas Nelson Publishers,6,1999,,Neil Clark Warren,3.71,2:08,5:17,785269045,3:10
4068,"God Said It, Don't Sweat It: Sound Encouragement to Keep the Little Things from Overwhelming You",1:00,219,4:05,total:25,18,8,Thomas Nelson,3,1998,,Neil Clark Warren,4.28,2:01,5:14,785280642,3:05
4069,Man's Search for Meaning,2.808333333,165,4:103719,total:346109,1,6,Beacon Press,13986,2006,eng,Viktor E. Frankl,4.36,5.640277778,5:191571,080701429X,3:38833
4071,Search for Significance: Seeing Your True Worth Through God's Eyes (Student),0.0875,208,1.279861111,total:5304,10,12,Thomas Nelson Publishers,0,2003,,Jack  Crabtree,4.22,0.220138889,2.01875,849944465,0.702083333
4072,The Everything Word Search Book: Over 250 Puzzles to Keep You Entertained for Hours!,1:02,304,4:01,total:14,15,11,Everything,0,2005,,Charles Timmerman,4.07,2:00,5:09,1593374313,3:02
4073,Search Engine Optimization: An Hour a Day,1:13,318,0.253472222,total:377,1,6,Sybex,17,2006,,Jennifer Grappone,3.85,2:29,0.295833333,471787531,0.183333333
4075,In Search of Memory: The Emergence of a New Science of Mind,0.102777778,430,1.159722222,total:4432,1,2,W. W. Norton & Company,178,2006,eng,Eric R. Kandel,4.11,0.246527778,1.55625,393058638,0.6375
4076,In Search Of Excellence: Lessons from America's Best-Run Companies,0.297222222,392,3.047222222,total:12285,15,4,Profile Books,132,2004,,Thomas J. Peters,3.92,0.632638889,3.210416667,1861977166,1.96875
4077,Search Engine Optimization for Dummies,1:04,382,0.227083333,total:281,1,5,For Dummies,20,2006,en-US,Peter Kent,3.79,2:24,0.265972222,471979988,0.182638889
4081,Tax Loopholes for Ebay Sellers: How to Make More Money and Pay Less Tax,1:01,285,4:04,total:11,1,11,McGraw-Hill/Osborne Media,0,2005,,Diane Kennedy,3.73,2:00,5:03,72262427,3:03
4082,Ebay� Strategies: 10 Proven Methods to Maximize Your Ebay Business,1:01,336,4:03,total:23,20,8,Prentice Hall,2,2004,,Scot Wingo,3.48,2:04,5:07,321256166,3:08
4083,Making a Living from Your Ebay Business,1:00,456,4:01,total:8,12,10,Que,1,2006,,Michael Miller,3.25,2:01,5:01,789736462,3:05
4084,How to Start and Run an Ebay Consignment Business,1:00,303,4:09,total:20,17,2,McGraw-Hill Education,2,2006,,Skip McGrath,3.65,2:04,5:04,007226277X,3:03
4085,How to Sell Anything on Ebay... and Make a Fortune!,1:03,315,4:08,total:33,15,3,McGraw-Hill Education,1,2007,,Dennis Prince,3.3,2:04,5:06,71480137,3:12
4086,Ebay Powerseller Million Dollar Ideas,1:00,281,4:01,total:8,1,10,McGraw-Hill,0,2006,,Brad Schepp,4.12,2:00,5:04,71474803,3:03
4087,How to Sell Antiques and Collectibles on Ebay... and Make a Fortune!,1:01,256,4:09,total:34,15,11,McGraw-Hill Education,1,2004,,Dennis Prince,3.56,2:02,5:07,71445692,3:15
4088,The Complete Idiot's Guide to Starting an Ebay Business,1:00,318,4:05,total:16,1,2,Alpha Books,3,2005,,Barbara Weltman,3.19,2:04,5:01,1592573339,3:06
4089,Absolute Beginner's Guide to Ebay,1:00,364,4:02,total:7,15,5,Que,0,2006,,Michael Miller,4.43,2:00,5:04,078973561X,3:01
4090,The ebay Price Guide: What Sells for What (in Every Category!),1:01,304,4:01,total:2,21,6,No Starch Press,0,2006,,Julia L. Wilkinson,2.5,2:00,5:00,1593270550,3:00
4091,Make Big Profits on Ebay: The Ultimate Guide for Building a Business on Ebay,1:00,220,4:02,total:4,1,5,Entrepreneur Press,1,2005,,Jacquelyn  Lynn,3.5,2:00,5:00,1932531270,3:02
4092,Absolute Beginner's Guide to Launching an Ebay Business,1:02,360,4:06,total:17,4,12,Que,2,2003,,Michael Miller,2.94,2:03,5:00,789730588,3:06
4093,The 7 Essential Steps to Successful Ebay Marketing,1:00,228,4:01,total:5,16,6,McGraw-Hill,0,2005,,Janelle Elms,3.4,2:01,5:01,72260912,3:02
4094,The Ebay Millionaire: Titanium Powerseller Secrets for Building a Big Online Business,1:01,256,4:03,total:18,8,4,Wiley,1,2005,,Amy Joyner,3.22,2:05,5:04,471712167,3:05
4095,Launching a Successful eBay Store,1:01,361,4:00,total:4,17,8,Que,0,2006,,Ron Mansfield,2.5,2:00,5:00,078973575X,3:03
4096,The eBay Survival Guide,1:01,288,4:00,total:2,26,9,No Starch Press,0,2005,,Michael A. Banks,1.5,2:01,5:00,1593270631,3:00
4097,Ebay Listings That Sell for Dummies,1:00,316,4:01,total:5,1,3,For Dummies,0,2006,,Patti Louise Ruby,3.6,2:02,5:02,471789127,3:00
4098,eBay: The Missing Manual: The Missing Manual,1:00,464,4:01,total:7,1,9,O'Reilly Media,1,2005,,Nancy Conner,3,2:01,5:00,596006446,3:05
4099,The Pragmatic Programmer: From Journeyman to Master,0.099305556,321,3.852777778,total:14663,30,10,Addison-Wesley Professional,721,1999,eng,Andy Hunt,4.31,0.299305556,5.213888889,020161622X,1.342361111
4100,Behind Closed Doors: Secrets of Great Management,1:06,176,0.447916667,total:925,26,9,Pragmatic Bookshelf,63,2005,en-US,Johanna Rothman,3.96,2:43,0.395833333,976694026,0.264583333
4101,Interface Oriented Design,1:00,240,4:18,total:51,21,7,Pragmatic Bookshelf,4,2006,,Kenneth Pugh,3.59,2:06,5:09,976694050,3:18
4102,Practices of an Agile Developer: Working in the Real World,1:13,189,0.415972222,total:946,1,4,Pragmatic Bookshelf,53,2006,,Venkat Subramaniam,3.88,2:55,0.400694444,097451408X,0.293055556
4103,My Job Went to India,1:01,232,0.21875,total:182,26,9,Pragmatic Bookshelf,14,2005,,Chad Fowler,3.95,2:10,5:55,976694018,3:41
4106,Blink 182,1:00,112,4:14,total:63,1,12,Plexus Publishing Ltd,4,2001,eng,Anne Hoppus,4.43,2:00,5:38,859653234,3:11
4107,Blink 182: The Unauthorised Biography in Words and Pictures,1:00,100,4:01,total:4,1,9,Chrome Dreams,0,2002,,Tim Footman,3,2:01,5:00,1842401688,3:02
4108,I Blink: And Other Questions About My Body,1:00,32,4:18,total:40,25,4,Kingfisher,1,2003,eng,Brigid Avison,3.92,2:03,5:11,753456109,3:08
4109,Rosencrantz and Guildenstern are Dead,1.113888889,172,4:26102,total:77843,31,1,"Reclam, Ditzingen",26,1998,,Tom Stoppard,4.06,3.036111111,5:31831,3150091853,3:14114
4113,Good To Great,1.322222222,320,4:44687,total:120941,4,10,Random House Business,28,2001,,James C. Collins,4.1,3.25,5:48263,712676090,3:21587
4114,Good to Great and the Social Sectors: A Monograph to Accompany Good to Great,0.105555556,36,1.479861111,total:5303,24,11,Harper Business,236,2005,,James C. Collins,4.06,0.246527778,1.652083333,977326403,0.823611111
4115,Good to Great and the Social Sectors,0.105555556,2,1.479861111,total:5303,12,12,HarperAudio,4,2006,,James C. Collins,4.06,0.246527778,1.652083333,61341029,0.823611111
4117,"The Great Good Thing (The Sylvie Cycle, #1)",1:54,224,0.678472222,total:2298,1,9,Simon & Schuster Childrens Books,196,2003,en-US,Roderick Townley,3.9,0.184027778,0.759722222,689837143,0.519444444
4118,5 Essential Skills of School Leadership: Moving from Good to Great,1:00,115,4:01,total:1,14,12,Rowman & Littlefield Education,0,2005,,Nancy Langley,4,2:00,5:00,1578863716,3:00
4119,"The Great Good Place: Cafes, Coffee Shops, Bookstores, Bars, Hair Salons, and Other Hangouts at the Heart of a Community",1:14,384,0.325694444,total:654,18,8,Da Capo Press,78,1999,eng,Ray Oldenburg,3.84,2:46,0.345138889,1569246815,0.241666667
4121,"Good Housekeeping Great Baking: 600 Recipes for Cakes, Cookies, Breads, Pies and Pastries",1:01,384,4:08,total:24,28,2,Hearst,2,2006,,Good Housekeeping,4.12,2:01,5:11,1588165930,3:03
4122,Built to Last: Successful Habits of Visionary Companies,1.31875,368,4:20362,total:56487,2,11,Harper Business,524,2004,eng,James C. Collins,4,1.986111111,5:21242,60566108,3:10304
4123,The Highest Goal: The Secret That Sustains You in Every Moment,1:06,184,0.209027778,total:163,16,10,Berrett-Koehler Publishers,2,2005,,Michael L. Ray,3.72,2:15,5:42,1576753522,3:39
4124,Empresas Que Sobresalen: Por Que Unas Si Pueden Mejorar la Rentabilidad y Otras No,1.322222222,397,4:44687,total:120941,1,3,Grupo Editorial Norma,1,2002,,James C. Collins,4.1,3.25,5:48263,9580465177,3:21587
4125,Getting to Yes: Negotiating Agreement Without Giving In,0.727083333,200,4:20398,total:56817,30,4,Houghton Mifflin Harcourt,17,1992,,William Ury,3.94,2.084722222,5:18833,395631246,3:13717
4126,Getting to Yes: Negotiating an agreement without giving in,0.727083333,224,4:20398,total:56817,18,9,Random House Business,12,1997,,Roger Fisher,3.94,2.084722222,5:18833,1844131467,3:13717
4129,Three Steps to Yes: The Gentle Art of Getting Your Way,1:03,256,4:25,total:79,19,2,Currency,6,2002,,Gene Bedell,3.63,2:03,5:17,609807196,3:31
4131,Getting to Yes: Clicker Training for Improved Horsemanship,1:00,304,4:03,total:12,1,8,"TFH Publications, Inc.",1,2007,,Sharon Foley,4.25,2:00,5:06,793832004,3:03
4134,Toothpaste for Dinner,1:12,223,0.295833333,total:495,1,10,F & W Media,29,2005,,Drew,3.87,2:43,0.317361111,,0.192361111
4135,I Like You: Hospitality Under the Influence,0.698611111,304,4:13293,total:38218,16,10,Warner Books (NY),1402,2006,eng,Amy Sedaris,3.88,1.858333333,5:12314,446578843,6.450694444
4140,Children Playing Before a Statue of Hercules,0.141666667,344,2.121527778,total:7592,1,8,Simon & Schuster,467,2005,eng,David Sedaris,3.68,0.525,1.35625,743276124,1.752777778
4141,David Sedaris - 14 CD Boxed Set,1:17,14,0.449305556,total:1839,1,10,Grand Central Publishing,69,2002,,David Sedaris,4.6,2:19,1.104166667,1586214349,0.198611111
4144,Bringing Down The House,0.156944444,320,6.975,total:22126,6,5,Arrow,62,2004,en-GB,Ben Mezrich,3.89,0.741666667,4.113194444,99468239,4.003472222
4149,More than a Game,1:05,320,0.274305556,total:433,1,3,Touchstone,17,2002,,Phil Jackson,3.81,2:24,0.288194444,743444116,0.218055556
4151,The Gospel According to Phil,1:00,78,4:01,total:4,31,5,Bonus Books,0,1993,,Dave Whitaker,3.5,2:01,5:01,1566250862,3:01
4154,"Until Death Do Us Part: One Player, One Journey, One Undying Dream",1:00,169,4:00,total:1,31,12,Red Lead Press,0,2005,,Phil Jackson,5,2:00,5:01,805980725,3:00
4156,Inside Clubbing: Sensual Experiments in the Art of Being Human,1:01,256,4:02,total:12,24,4,Bloomsbury Academic,3,2004,,Phil   Jackson,3.42,2:01,5:03,1859737080,3:05
4161,Rhythm of the Chain: Young Writers Explore Teamwork,1:00,182,4:00,total:3,5,6,826 Books,1,2006,,The Students of Animo Inglewood Charter High School,3.67,2:00,5:01,976846705,3:02
4162,Read for Your Life: 11 Ways to Better Yourself Through Books,1:06,311,4:33,total:88,1,6,Hci,18,2007,eng,Pat Williams,3.72,2:06,5:24,757305458,3:19
4163,Values of the Game,1:02,160,0.218055556,total:195,1,10,Artisan,23,1998,,Bill Bradley,3.88,2:13,5:57,157965116X,3:49
4164,Justice in Jackson,1:00,143,4:02,total:6,1,10,Quail Ridge Press,0,1999,,Phil Hardwick,3.33,2:00,5:00,189306204X,3:04
4165,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,1:00,227,4:06,total:23,15,12,IVP Books,4,2005,eng,Efrem Smith,3.91,2:03,5:09,830833293,3:05
4166,The Last Season,0.102777778,352,2.3625,total:7782,4,4,Harper,39,2006,,Eric Blehm,4.06,0.26875,2.140277778,60583002,1.154861111
4167,"The Final Season: Fathers, Sons, and One Last Season in a Classic American Ballpark",1:00,256,0.236805556,total:245,8,5,St. Martin's Griffin,27,2002,eng,Tom Stanton,4.16,2:10,0.275694444,312291566,3:37
4168,"First and Last Seasons: A Father, A Son, and Sunday Afternoon Football",1:00,304,4:02,total:14,10,10,Doubleday,4,2000,,Dan McGraw,3.86,2:00,5:05,385498330,3:07
4169,"1939, the Last Season of Peace",1:02,235,4:25,total:62,1,1,George Weidenfeld & Nicholson,0,1989,,Angela Lambert,3.79,2:00,5:14,1555842437,3:21
4171,"The Last Good Season: Brooklyn, the Dodgers and Their Final Pennant Race Together",1:00,384,0.220138889,total:180,9,3,Broadway,17,2004,,Michael   Shapiro,4.07,2:07,0.250694444,767906888,3:35
4176,Mr. America's Last Season Blues,1:00,272,4:01,total:2,1,12,Louisiana State University Press,0,1983,,John McCluskey,4.5,2:00,5:01,807111201,3:00
4178,One Last Season,1:04,351,4:06,total:20,31,12,Dell Publishing Company,0,1981,,Richard Woodley,3.25,2:03,5:05,440166985,3:02
4179,Waiting for the Whistle: Manchester City's Last Season at Maine Road,1:00,192,4:00,total:1,1,9,Tempus,0,2003,,Andrew Waldon,3,2:00,5:00,752430556,3:01
4181,Balls and Strikes: The Money Game in Professional Baseball,1:00,273,4:00,total:2,15,2,Praeger,1,1990,,Kenneth M. Jennings,3,2:00,5:00,275934411,3:02
4182,"Loose Balls: Easy Money, Hard Fouls, Cheap Laughs, & True Love in the NBA",1:10,304,4:44,total:168,8,1,Broadway,10,2002,,Jayson Williams,3.32,2:24,5:27,767905695,0.16875
4183,Money and Employment,1:00,246,4:00,total:0,1,3,Palgrave MacMillan,0,1982,,R.J. Ball,0,2:00,5:00,333287967,3:00
4184,Inflation and the Theory of Money,1:00,313,4:00,total:0,1,6,Taylor & Francis,0,2007,,R.J. Ball,0,2:00,5:00,202309231,3:00
4191,The Cold Six Thousand (Underworld USA #2),0.114583333,688,1.970138889,total:6620,11,6,Vintage,265,2002,eng,James Ellroy,4.01,0.297916667,1.815277778,037572740X,1.024305556
4196,Narcissus and Goldmund,0.332638889,312,4:14809,total:42821,1,1,Bantam Books (NY),20,1971,,Hermann Hesse,4.21,1.110416667,5:19593,553058681,4.653472222
4197,Siddhartha,1:12741,96,4:180285,total:547100,1,6,Kessinger Publishing,73,2004,,Hermann Hesse,4.02,2:31429,5:218286,1419147188,3:104359
4203,White Teeth (Barnes & Noble Reader's Companion),2.344444444,72,4:44823,total:117163,23,5,Barnes  Noble,0,2003,,Zadie Smith,3.77,6.511111111,5:30544,1586638572,3:29224
4205,"Clean Skins, Teeth and White Bones",1:00,328,4:00,total:0,19,7,Xlibris,0,2005,,George Kiefer,0,2:00,5:00,1413458785,3:00
4215,By Royal Command: The Official Life and Personal Reminiscences of Colonel Curtis Piehu Iaukea at the Court of Hawaii's Rulers,1:00,239,4:00,total:3,1,1,Hui Hanai,2,1988,,Curtis Piehu Iaukea,5,2:00,5:03,961673850,3:00
4216,Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,1:00,106,4:32,total:89,27,5,Suhrkamp,0,1997,ger,Hans Blumenberg,3.91,2:07,5:28,3518222635,3:22
4221,The Guide to Dan Brown's the Solomon Key,1:09,183,4:11,total:55,30,9,DeVorss & Company,2,2005,en-US,Greg  Taylor,2.96,2:11,5:08,875168167,3:16
4226,The Gospel According to Dan Brown,1:01,237,4:01,total:8,23,8,David C. Cook,0,2006,,Jeff Dunn,2.75,2:03,5:01,781444403,3:02
4228,"Founding Fathers, Secret Societies: Freemasons, Illuminati, Rosicrucians, and the Decoding of the Great Seal",1:07,256,4:23,total:129,28,12,Destiny Books,7,2005,,Robert Hieronimus,3.42,2:21,5:33,1594770875,3:45
4230,Proof of the Illuminati,1:03,204,4:11,total:65,13,1,Invisible College Press,3,2003,,Seth Payson,3.95,2:07,5:32,1931468141,3:12
4231,Los Iluminati: La Trama y el Complot,1:03,159,4:03,total:19,1,11,Obelisco,1,2004,,Luis Miguel Martinez Otero,3,2:05,5:04,8497771281,3:04
4232,The Illuminati,1:47,352,0.3375,total:804,4,10,Thomas Nelson,9,2004,eng,Larry Burkett,3.71,0.133333333,0.378472222,1595540016,0.259722222
4235,Blood Lines of the Illuminati,1:01,598,4:01,total:10,1,11,Ambassador House,2,1998,,Fritz Springmeyer,4.5,2:00,5:08,966353323,3:00
4236,Oracle of the Illuminati: Coincidence. Cocreation. Contact.,1:01,238,4:05,total:18,1,3,Adventures Unlimited Press,3,2006,,William Henry,4.17,2:02,5:10,1931882525,3:00
4237,Cosmic Trigger Volume I: Final Secret of the Illuminati,1:28,269,0.954166667,total:3451,3,3,New Falcon Publications,51,2016,,Robert Anton Wilson,4.27,0.1375,1.380555556,1561840033,0.488194444
4239,Illuminati,1:06,350,4:47,total:175,1,1,Planeta Publishing,7,2006,,Paul H. Koch,4.06,2:13,0.265277778,8408064533,3:27
4240,Vale: The Illuminati and Their Plans for the Future,1:00,420,4:00,total:0,1,5,A2zpublications,0,2005,,Adrian H. Krieg,0,2:00,5:00,974850233,3:00
4241,The Illuminati Papers,1:12,168,0.344444444,total:767,11,12,Ronin Publishing (CA),22,1997,en-US,Robert Anton Wilson,3.83,2:51,0.367361111,1579510027,0.277083333
4243,New England and the Bavarian Illuminati,1:02,320,4:02,total:10,1,2,Invisible College Press,0,2005,,Vernon Stauffer,2.9,2:01,5:01,1931468222,3:04
4244,GURPS Illuminati: The World is Stranger Than You Think,1:01,128,4:43,total:139,1,12,Steve Jackson Games,1,1996,,Nigel Findley,4.04,2:10,5:57,1556342233,3:28
4245,The Secret Society of the Illuminati,1:00,48,4:00,total:1,8,12,Kessinger Publishing,0,2005,,Thomas Frost,3,2:00,5:00,1425459552,3:01
4250,"El código Da Vinci (Robert Langdon, #2)",1:76837,557,4:638138,total:1843662,17,10,Umbriel,194,2003,spa,Dan Brown,3.84,2:138047,5:605164,8495618605,3:385476
4251,"Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus, Mary Magdalene & Constantine",1:10,207,0.365277778,total:727,1,2,"Oxford University Press, USA",50,2006,en-US,Bart D. Ehrman,3.65,2:56,0.298611111,195307135,0.295138889
4252,The Art and Mythology of Da Vinci Code,1:00,72,4:04,total:5,8,12,Lamar Publishing,0,2004,,David Morris,4.2,2:00,5:01,974474738,3:00
4253,The Da Vinci Code Illustrated Screenplay: Behind the Scenes of the Major Motion Picture,1:11,208,4:31,total:98,19,5,Broadway,8,2006,,Akiva Goldsman,3.67,2:07,5:32,767926021,3:17
4254,Walking the Da Vinci Code in Paris: Decoding the City and the Book,1:00,206,4:02,total:7,22,3,Rick Steves,0,2006,,Peter Caine,3.57,2:00,5:01,1598800442,3:04
4255,Harry Potter and the Philosopher's Stone,1:108208,223,4:1513308,total:6588013,4,10,Bloomsbury Publishing PLC,141,2004,eng,J.K. Rowling,4.47,2:130321,5:4268678,,3:567498
4259,Housekeeping vs. the Dirt,1:44,153,0.965277778,total:2661,13,9,McSweeney's,302,2006,eng,Nick Hornby,3.88,0.159027778,0.688888889,1932416595,0.5875
4260,The Polysyllabic Spree,0.113194444,143,2.140972222,total:6947,30,11,McSweeney's,623,2004,eng,Nick Hornby,3.73,0.402777778,1.220833333,1932416242,1.571527778
4261,Songbook,0.375694444,207,3.0875,total:12712,7,10,Riverhead Books,343,2003,eng,Nick Hornby,3.56,0.909722222,1.96875,1573223565,3.111111111
4262,High Fidelity,1.375,323,4:70424,total:168440,4,10,Riverhead Trade,336,2005,,Nick Hornby,3.94,5.623611111,5:49619,1594481784,3:38499
4263,My Favorite Year: A Collection of Football Writing,1:06,288,0.277777778,total:507,1,8,Orion Publishing,4,2001,eng,Nick Hornby,3.68,2:33,0.2875,753814412,0.259722222
4264,Fever Pitch,0.650694444,247,4:12042,total:32913,1,3,Riverhead Books,1081,1998,eng,Nick Hornby,3.74,1.811111111,6.008333333,1573226882,6.481944444
4266,31 Songs,0.375694444,256,3.0875,total:12712,28,6,Penguin,102,2003,eng,Nick Hornby,3.56,0.909722222,1.96875,,3.111111111
4269,About a Boy,0.880555556,307,4:53396,total:120793,30,4,Riverhead Books,113,2002,,Nick Hornby,3.8,4.2625,5:25624,1573229571,3:34547
4277,The Complete Polysyllabic Spree,1:17,278,0.464583333,total:1073,7,9,Viking,63,2006,eng,Nick Hornby,3.6,0.154166667,0.329166667,670916668,0.36875
4278,"Medicus (Gaius Petreius Ruso, #1)",0.140277778,386,2.250694444,total:7410,6,3,Bloomsbury Publishing PLC,698,2007,eng,Ruth Downie,3.73,0.430555556,1.326388889,1596912316,1.622916667
